"","SRR20959676","SRR20959677","SRR20959678","SRR20959679","SRR20959680","SRR20959681","SRR20959682"
"SAOUHSC_01699",22,6,16,20,42,32,67
"SAOUHSC_01700",30,2,28,22,13,15,79
"SAOUHSC_01701",3,1,0,0,11,0,16
"SAOUHSC_01702",3,14,12,2,2,10,22
"SAOUHSC_01704",0,0,0,0,0,0,6
"SAOUHSC_01705",0,10,20,0,0,0,0
"SAOUHSC_01706",6,0,8,2,6,0,10
"SAOUHSC_01707",725,45,270,187,276,210,283
"SAOUHSC_01708",47,2,30,12,26,4,17
"SAOUHSC_01709",151,4,32,68,55,24,68
"SAOUHSC_01710",11,0,0,4,1,4,12
"SAOUHSC_01711",86,0,13,7,36,27,66
"SAOUHSC_01712",32,8,23,4,4,14,41
"SAOUHSC_01714",33,29,87,4,33,25,158
"SAOUHSC_01715",717,148,301,237,308,409,1608
"SAOUHSC_01716",725,97,214,125,188,294,576
"SAOUHSC_01717",389,95,129,34,185,289,947
"SAOUHSC_01718",11,2,10,2,2,2,8
"SAOUHSC_01719",102,21,9,19,56,38,41
"SAOUHSC_01720",1389,432,600,1094,1906,431,1177
"SAOUHSC_01721",1428,419,553,1331,2040,443,1172
"SAOUHSC_01722",421,23,180,168,164,185,465
"SAOUHSC_01723",76,26,65,23,16,29,110
"SAOUHSC_01724",7,6,8,0,2,0,20
"SAOUHSC_01727",637,42,121,197,297,267,1065
"SAOUHSC_01728",848,58,21,294,519,118,358
"SAOUHSC_01729",0,0,7,0,0,0,0
"SAOUHSC_01730",6,0,0,0,0,7,0
"SAOUHSC_01734",604,70,110,596,400,168,1586
"SAOUHSC_01735",251,144,46,45,106,103,229
"SAOUHSC_01736",20,13,8,1,4,0,9
"SAOUHSC_01737",216,25,177,93,70,64,479
"SAOUHSC_01738",20,10,10,1,1,2,32
"SAOUHSC_01739",242,107,118,89,216,120,927
"SAOUHSC_01741",1994,524,179,621,1516,712,2651
"SAOUHSC_01742",731,281,112,597,761,401,2229
"SAOUHSC_01743",6,6,0,0,8,0,34
"SAOUHSC_01744",61,26,69,15,42,38,153
"SAOUHSC_01746",185,41,143,78,133,152,262
"SAOUHSC_01747",0,0,0,0,0,0,4
"SAOUHSC_01748",473,188,147,181,312,282,430
"SAOUHSC_01749",40,6,32,25,17,35,88
"SAOUHSC_01750",126,17,226,52,51,87,283
"SAOUHSC_01751",98,69,171,74,78,69,374
"SAOUHSC_01752",30,16,52,46,33,8,47
"SAOUHSC_01753",163,11,69,106,88,70,397
"SAOUHSC_01755",215,27,42,98,83,86,391
"SAOUHSC_01756",285,64,136,151,187,94,633
"SAOUHSC_01757",138,37,65,100,96,72,377
"SAOUHSC_01758",345,76,152,46,31,88,100
"SAOUHSC_01759",178,49,43,29,25,57,148
"SAOUHSC_01760",62,12,111,0,3,11,93
"SAOUHSC_01761",94,25,209,2,2,32,101
"SAOUHSC_01761a",0,19,3,0,0,0,12
"SAOUHSC_01762",13,3,9,0,0,0,1
"SAOUHSC_01763",8,0,6,0,5,12,12
"SAOUHSC_01764",2,4,0,3,2,11,0
"SAOUHSC_01765",0,0,0,0,0,0,0
"SAOUHSC_01766",154,117,150,106,222,272,149
"SAOUHSC_01767",271,149,183,347,280,389,408
"SAOUHSC_01768",43,5,2,7,30,17,89
"SAOUHSC_01769",191,66,604,547,388,432,0
"SAOUHSC_01770",23,10,45,209,107,92,0
"SAOUHSC_01771",889,244,524,589,450,514,2037
"SAOUHSC_01772",420,36,206,112,83,94,213
"SAOUHSC_01773",20,7,11,0,3,8,8
"SAOUHSC_01774",78,16,50,36,33,30,159
"SAOUHSC_01775",27,3,47,20,40,39,77
"SAOUHSC_01776",1038,229,606,654,755,704,3348
"SAOUHSC_01777",27,28,5,20,10,0,83
"SAOUHSC_01778",573,120,230,384,432,334,794
"SAOUHSC_01779",67,10,86,32,15,11,240
"SAOUHSC_01780",0,0,0,0,0,0,0
"SAOUHSC_01781",4,0,7,0,6,1,0
"SAOUHSC_01782",0,0,2,0,2,0,0
"SAOUHSC_01783",1,0,10,8,1,3,6
"SAOUHSC_01784",12,0,28,10,4,12,14
"SAOUHSC_01785",18,0,6,0,0,0,4
"SAOUHSC_01786",110,6,12,28,40,28,56
"SAOUHSC_01787",75,54,15,72,77,106,157
"SAOUHSC_01788",801,138,459,1222,481,1260,3619
"SAOUHSC_01789",26,12,2,28,39,15,48
"SAOUHSC_01791",160,56,10,90,150,63,319
"SAOUHSC_01792",270,100,200,109,236,162,570
"SAOUHSC_01793",12,6,58,6,36,12,883
"SAOUHSC_01794",834,386,1295,270,649,608,1424
"SAOUHSC_01795",34,10,0,12,20,8,116
"SAOUHSC_01796",83,3,1,18,8,28,134
"SAOUHSC_01797",443,95,127,206,247,272,1258
"SAOUHSC_01798",11,16,18,2,2,4,192
"SAOUHSC_01799",430,134,237,163,394,496,738
"SAOUHSC_01800",0,0,25,0,12,13,53
"SAOUHSC_01801",5793,1129,3944,1827,2549,3612,9470
"SAOUHSC_01802",3121,709,2030,1121,1423,1452,4723
"SAOUHSC_01803",574,161,24,331,465,502,1057
"SAOUHSC_01806",2995,460,1245,2316,2200,1348,3011
"SAOUHSC_01807",334,61,157,218,209,202,401
"SAOUHSC_01808",510,56,52,90,167,85,209
"SAOUHSC_01809",167,71,309,48,106,77,255
"SAOUHSC_01810",312,54,125,100,116,112,383
"SAOUHSC_01811",2382,1140,1621,921,2211,1457,3679
"SAOUHSC_01812",529,148,341,126,249,120,843
"SAOUHSC_01813",200,51,75,66,126,89,750
"SAOUHSC_01814",223,56,136,126,220,64,366
"SAOUHSC_01815",61,30,12,52,48,33,160
"SAOUHSC_01816",86,8,35,28,77,25,75
"SAOUHSC_01817",3,0,0,0,8,0,16
"SAOUHSC_01818",1410,392,535,583,1046,617,1628
"SAOUHSC_01819",7820,796,1936,5462,3943,1630,3572
"SAOUHSC_01820",2794,825,385,979,2483,2230,4060
"SAOUHSC_01821",224,256,355,54,279,349,481
"SAOUHSC_01822",372,77,73,129,276,108,373
"SAOUHSC_01823",117,5,198,43,110,66,162
"SAOUHSC_01824",44,0,28,11,2,12,131
"SAOUHSC_01825",0,0,6,1,6,7,0
"SAOUHSC_01826",1,0,0,0,0,0,0
"SAOUHSC_01827",426,79,221,384,181,259,660
"SAOUHSC_01828",22,9,23,68,54,51,56
"SAOUHSC_01829",259,16,80,232,191,126,1043
"SAOUHSC_01830",37,25,45,9,22,29,41
"SAOUHSC_01831",457,127,99,93,295,288,2318
"SAOUHSC_01832",222,87,217,131,258,170,4426
"SAOUHSC_01833",222,29,348,27,108,66,6246
"SAOUHSC_01834",0,0,0,1,1,1,4
"SAOUHSC_01835",42,2,18,10,22,12,52
"SAOUHSC_01836",104,38,64,73,138,106,248
"SAOUHSC_01837",0,0,3,0,4,0,22
"SAOUHSC_01838",139,48,28,100,117,91,493
"SAOUHSC_01839",6,0,9,5,2,9,48
"SAOUHSC_01840",0,0,5,6,4,2,0
"SAOUHSC_01841",0,0,0,0,0,2,0
"SAOUHSC_01843",19,10,3,8,7,12,27
"SAOUHSC_01844",0,0,0,0,0,0,2
"SAOUHSC_01845",610,100,388,1020,462,324,3601
"SAOUHSC_01846",382,118,680,808,1636,286,1644
"SAOUHSC_01847",83,52,88,48,64,39,465
"SAOUHSC_01849",297,38,252,80,161,94,494
"SAOUHSC_01850",26,16,4,24,78,78,259
"SAOUHSC_01851",0,0,0,0,0,0,0
"SAOUHSC_01852",42,12,42,4,22,13,21
"SAOUHSC_01853",0,0,0,0,0,0,0
"SAOUHSC_01854",106,30,142,47,138,239,303
"SAOUHSC_01855",204,88,260,166,140,191,420
"SAOUHSC_01856",602,264,518,116,236,587,1039
"SAOUHSC_01857",1225,504,324,828,761,999,1498
"SAOUHSC_01858",20,8,4,18,6,13,6
"SAOUHSC_01859",18,6,1,28,10,2,42
"SAOUHSC_01860",6,0,9,6,22,6,149
"SAOUHSC_01861",658,224,695,428,540,288,2352
"SAOUHSC_01863",10,8,34,0,10,6,6
"SAOUHSC_01864",6,0,0,1,2,6,68
"SAOUHSC_01865",1129,72,220,115,314,270,692
"SAOUHSC_01866",944,94,224,147,237,180,330
"SAOUHSC_01867",263,87,2059,183,214,166,468
"SAOUHSC_01868",69,33,257,62,53,49,355
"SAOUHSC_01869",30,0,20,0,3,6,19
"SAOUHSC_01870",302,18,234,0,41,193,160
"SAOUHSC_01871",99,58,94,68,70,74,224
"SAOUHSC_01872",88,0,67,2,45,19,105
"SAOUHSC_01873",87,20,1589,43,30,72,76
"SAOUHSC_01874",14,1,23,0,3,14,8
"SAOUHSC_01875",215,44,83,62,117,55,181
"SAOUHSC_01876",108,59,74,76,76,39,184
"SAOUHSC_01877",42,18,21,18,86,26,231
"SAOUHSC_01878",23,0,12,8,16,0,57
"SAOUHSC_01879",14,12,4,8,14,14,174
"SAOUHSC_01882",62,50,134,35,42,58,36
"SAOUHSC_01883",0,2,0,0,0,2,1
"SAOUHSC_01884",197,34,66,52,121,60,238
"SAOUHSC_01886",5,0,0,0,24,18,21
"SAOUHSC_01887",42,7,9,118,60,30,201
"SAOUHSC_01888",66,12,118,120,65,18,90
"SAOUHSC_01889",72,10,91,185,68,14,353
"SAOUHSC_01890",0,3,6,1,1,1,9
"SAOUHSC_01891",4,0,10,0,2,4,7
"SAOUHSC_01893",54,0,0,36,26,39,31
"SAOUHSC_01894",0,0,0,0,0,1,5
"SAOUHSC_01895",266,72,136,164,394,194,484
"SAOUHSC_01896",8,0,0,0,1,0,4
"SAOUHSC_01897",2,0,0,0,7,1,4
"SAOUHSC_01898",14,0,3,1,11,13,23
"SAOUHSC_01899",11,5,0,0,8,12,14
"SAOUHSC_01900",22,9,0,2,2,6,6
"SAOUHSC_01901",154,4,8,40,88,90,440
"SAOUHSC_01902",0,0,0,0,0,0,0
"SAOUHSC_01903",6,3,0,13,0,2,17
"SAOUHSC_01904",10,0,0,0,0,1,6
"SAOUHSC_01907",52,6,24,74,74,14,63
"SAOUHSC_01908",91,29,22,12,19,24,78
"SAOUHSC_01909",80,27,5,57,44,58,186
"SAOUHSC_01910",3546,606,1721,4981,4097,1574,13862
"SAOUHSC_01911",0,0,0,0,0,0,2
"SAOUHSC_01912",77,34,7,22,32,73,8
"SAOUHSC_01913",6,0,0,5,16,19,2
"SAOUHSC_01914",183,23,106,76,97,68,98
"SAOUHSC_01915",294,53,128,96,137,147,474
"SAOUHSC_01916",178,18,64,62,52,76,188
"SAOUHSC_01917",0,0,2,0,0,0,0
"SAOUHSC_01918",1094,428,626,2470,1988,682,8263
"SAOUHSC_01919",3197,658,1383,2123,1367,829,7840
"SAOUHSC_01920",4,0,1,0,0,0,4
"SAOUHSC_01921",0,0,0,6,0,0,1
"SAOUHSC_01922",9,0,2,4,6,0,10
"SAOUHSC_01923",2,0,3,2,0,6,0
"SAOUHSC_01924",0,0,0,0,0,1,8
"SAOUHSC_01925",0,0,0,0,0,2,8
"SAOUHSC_01926",0,0,10,0,0,29,3
"SAOUHSC_01928",0,0,0,0,0,0,0
"SAOUHSC_01929",0,0,0,0,0,0,0
"SAOUHSC_01930",0,0,0,0,0,0,0
"SAOUHSC_01931",1,12,3,0,5,5,0
"SAOUHSC_01932",0,0,0,1,4,0,6
"SAOUHSC_01933",76,26,2,36,38,5,140
"SAOUHSC_01934",0,0,0,0,0,0,0
"SAOUHSC_01935",0,0,0,0,2,0,0
"SAOUHSC_01936",1,0,0,0,0,1,0
"SAOUHSC_01937",0,0,0,0,0,0,0
"SAOUHSC_01938",0,0,0,0,5,0,0
"SAOUHSC_01939",18,0,0,0,1,20,0
"SAOUHSC_01941",8,0,0,1,1,4,47
"SAOUHSC_01942",0,1,1,0,0,0,4
"SAOUHSC_01944",0,0,0,0,1,0,0
"SAOUHSC_01945",0,1,1,2,0,4,0
"SAOUHSC_01947",0,0,0,0,0,0,0
"SAOUHSC_01948",8,1,0,4,5,5,3
"SAOUHSC_01949",1,3,0,0,0,0,0
"SAOUHSC_01950",0,0,0,0,0,0,0
"SAOUHSC_01951",0,0,0,0,1,1,1
"SAOUHSC_01952",3,0,0,0,0,0,0
"SAOUHSC_01953",0,0,0,1,0,0,0
"SAOUHSC_01954",11,6,1,1,2,6,7
"SAOUHSC_01955",0,8,0,0,4,0,7
"SAOUHSC_01956",0,10,0,0,4,0,1
"SAOUHSC_01957",0,2,1,0,0,0,1
"SAOUHSC_T00050",2,1,0,2,0,3,8
"SAOUHSC_T00019",36,0,0,11,7,4,43
"SAOUHSC_T0009",85,4,0,19,19,7,58
"SAOUHSC_T00022",118,11,4,41,30,12,83
"SAOUHSC_T00026",125,16,9,46,32,21,90
"SAOUHSC_T00042",107,20,5,52,30,28,100
"SAOUHSC_T00012",52,31,5,34,19,21,51
"SAOUHSC_T00038",7,14,1,4,5,4,7
"SAOUHSC_01958",0,0,0,0,0,0,5
"SAOUHSC_01960",247,38,45,92,160,50,519
"SAOUHSC_01961",168,14,58,12,22,46,292
"SAOUHSC_01962",64,21,60,25,53,28,480
"SAOUHSC_01963",2,0,0,0,0,0,13
"SAOUHSC_01964",602,92,10,146,392,112,0
"SAOUHSC_01966",33,38,30,37,40,138,65
"SAOUHSC_01967",48,7,23,26,37,39,101
"SAOUHSC_01968",24,10,12,20,18,6,7
"SAOUHSC_01969",694,70,144,496,617,198,1274
"SAOUHSC_01971",4,2,12,0,1,0,4
"SAOUHSC_01972",194,184,246,56,51,104,340
"SAOUHSC_01973",282,44,120,122,108,86,786
"SAOUHSC_01974",975,223,904,512,554,618,2162
"SAOUHSC_01975",50,18,72,15,60,53,164
"SAOUHSC_01976",1,0,0,0,0,0,0
"SAOUHSC_01977",12,0,4,0,0,2,8
"SAOUHSC_01978",2,0,18,2,10,6,23
"SAOUHSC_01979",17,0,0,4,20,4,12
"SAOUHSC_01980",16,0,1,4,4,14,8
"SAOUHSC_01981",181,24,32,112,105,32,259
"SAOUHSC_01982",48,13,16,28,25,30,98
"SAOUHSC_01983",368,56,675,296,264,66,1742
"SAOUHSC_01984",13,0,4,2,0,7,0
"SAOUHSC_01985",7,8,2,2,0,46,4
"SAOUHSC_01986",228,8,42,18,37,30,30
"SAOUHSC_01987",414,86,76,90,140,79,126
"SAOUHSC_01988",7,0,11,4,5,9,8
"SAOUHSC_01989",82,13,70,20,24,26,150
"SAOUHSC_01990",20,2,13,10,4,3,51
"SAOUHSC_01991",250,57,251,120,126,84,890
"SAOUHSC_01992",68,0,58,10,30,24,179
"SAOUHSC_T00031",6,0,16,0,7,6,48
"SAOUHSC_T00023",117,13,7,122,66,33,392
"SAOUHSC_T00015",98,22,4,103,62,33,313
"SAOUHSC_T00016",133,18,15,79,54,22,289
"SAOUHSC_T00027",194,14,14,83,57,26,255
"SAOUHSC_T00056",196,16,18,104,49,33,267
"SAOUHSC_T00057",209,8,7,92,51,44,336
"SAOUHSC_T00054",199,9,15,45,38,34,317
"SAOUHSC_T00043",230,31,20,20,28,53,240
"SAOUHSC_T00013",284,32,30,12,13,88,264
"SAOUHSC_T00039",198,2,18,17,6,79,191
"SAOUHSC_T00051",275,14,21,113,120,91,232
"SAOUHSC_T00014",222,18,24,117,143,59,161
"SAOUHSC_T00052",252,33,27,165,138,54,195
"SAOUHSC_T00040",165,31,9,109,59,36,172
"SAOUHSC_T00041",151,12,7,96,58,47,189
"SAOUHSC_T0002",91,9,5,55,49,25,121
"SAOUHSC_T00045",70,6,0,76,35,43,105
"SAOUHSC_T0007",90,13,9,138,61,60,150
"SAOUHSC_T00032",112,24,18,200,87,62,230
"SAOUHSC_T00024",127,19,22,187,72,63,241
"SAOUHSC_T00033",188,12,8,182,77,92,330
"SAOUHSC_T00036",159,5,8,162,76,96,312
"SAOUHSC_T00055",122,5,4,106,59,70,233
"SAOUHSC_T00060",9,0,0,6,9,13,46
"SAOUHSC_R00013",0,0,0,0,0,0,0
"SAOUHSC_R0008",20,6,2,24,29,0,13
"SAOUHSC_T0003",215,33,190,381,283,456,158
"SAOUHSC_T00028",48,9,4,31,10,24,52
"SAOUHSC_R0003",1360,136,0,763,1858,74,27
"SAOUHSC_01997",1024,101,360,123,171,398,2489
"SAOUHSC_01998",109,29,65,81,109,85,362
"SAOUHSC_01999",16,0,3,4,5,1,6
"SAOUHSC_02000",293,58,96,154,140,116,466
"SAOUHSC_02001",64,10,92,32,63,38,150
"SAOUHSC_02002",7,7,18,2,4,10,104
"SAOUHSC_02003",502,97,242,232,384,290,1040
"SAOUHSC_02004",28,0,10,7,4,10,41
"SAOUHSC_02005",41,4,16,6,21,38,58
"SAOUHSC_02006",495,84,272,572,523,350,1070
"SAOUHSC_02008",11,1,64,3,4,18,10
"SAOUHSC_02009",13,10,45,18,53,32,52
"SAOUHSC_02010",0,0,0,1,7,4,0
"SAOUHSC_02011",2,0,27,0,3,4,6
"SAOUHSC_02012",284,150,222,48,54,80,588
"SAOUHSC_02013",544,20,81,93,214,190,123
"SAOUHSC_02014",5,1,7,4,4,0,1
"SAOUHSC_02015",0,0,0,0,0,0,0
"SAOUHSC_02016",32,0,0,0,5,0,37
"SAOUHSC_02017",25,0,0,0,24,1,24
"SAOUHSC_02018",117,0,0,0,66,6,220
"SAOUHSC_02019",121,0,0,0,0,17,6
"SAOUHSC_02020",17,0,0,1,0,1,0
"SAOUHSC_02021",0,0,16,0,0,0,0
"SAOUHSC_02022",7,0,0,7,0,0,3
"SAOUHSC_02023",27,12,2,1,0,2,1
"SAOUHSC_02025",0,0,0,0,1,0,0
"SAOUHSC_02026",0,0,0,0,0,0,0
"SAOUHSC_02027",2,0,6,10,0,0,0
"SAOUHSC_02028",31,7,10,3,6,1,2
"SAOUHSC_02029",44,1,71,0,16,0,2
"SAOUHSC_02030",8,0,6,0,0,0,2
"SAOUHSC_02031",3,0,0,1,0,2,0
"SAOUHSC_02033",107,1,0,1,46,1,16
"SAOUHSC_02034",10,0,0,0,0,0,0
"SAOUHSC_02035",11,0,0,0,2,0,0
"SAOUHSC_02036",12,0,0,0,0,0,0
"SAOUHSC_02037",0,0,0,0,0,0,0
"SAOUHSC_02038",10,0,0,0,1,0,0
"SAOUHSC_02040",30,0,0,1,10,2,0
"SAOUHSC_02041",40,0,0,0,5,0,4
"SAOUHSC_02042",2,0,0,0,10,0,0
"SAOUHSC_02043",12,0,3,2,7,1,1
"SAOUHSC_02044",3,0,0,0,0,1,1
"SAOUHSC_02046",2,0,0,0,0,0,0
"SAOUHSC_02047",20,0,1,0,1,1,1
"SAOUHSC_02048",24,0,1,0,1,0,1
"SAOUHSC_02049",6,0,1,4,7,0,0
"SAOUHSC_02050",6,0,0,0,6,0,0
"SAOUHSC_02051",0,0,0,0,0,0,1
"SAOUHSC_02052",0,0,0,0,0,0,0
"SAOUHSC_02053",0,0,0,0,0,0,0
"SAOUHSC_02054",0,0,0,0,0,0,0
"SAOUHSC_02055",0,0,0,1,0,0,0
"SAOUHSC_02056",0,0,0,0,0,0,0
"SAOUHSC_02057",87,0,16,0,0,0,10
"SAOUHSC_02058",9,0,0,0,0,0,0
"SAOUHSC_02059",0,0,0,0,0,0,0
"SAOUHSC_02060",0,0,0,0,0,0,1
"SAOUHSC_02061",0,0,0,0,0,0,0
"SAOUHSC_02062",0,0,0,0,0,0,0
"SAOUHSC_02063",0,0,0,0,0,0,0
"SAOUHSC_02064",6,0,0,0,0,0,0
"SAOUHSC_02065",4,0,10,0,0,0,0
"SAOUHSC_02066",0,0,1,0,0,0,0
"SAOUHSC_02067",0,0,27,2,0,1,0
"SAOUHSC_02068",0,0,0,0,2,22,0
"SAOUHSC_02069",0,0,0,0,0,4,0
"SAOUHSC_02070",0,0,0,0,0,0,0
"SAOUHSC_02071",0,0,0,1,0,0,0
"SAOUHSC_02072",0,0,0,0,0,0,1
"SAOUHSC_02073",0,0,0,0,4,6,0
"SAOUHSC_02074",0,0,0,0,0,0,0
"SAOUHSC_02076",13,0,6,0,0,0,138
"SAOUHSC_02077",14,0,0,0,0,0,0
"SAOUHSC_02078",2,0,0,1,0,0,0
"SAOUHSC_02079",0,0,4,0,0,0,0
"SAOUHSC_02080",0,0,9,2,1,0,25
"SAOUHSC_02081",0,0,0,0,0,0,0
"SAOUHSC_02083",0,0,0,0,0,0,0
"SAOUHSC_02084",0,0,0,0,4,10,0
"SAOUHSC_02085",0,0,2,0,0,0,0
"SAOUHSC_02086",0,0,0,0,0,0,37
"SAOUHSC_02087",0,0,0,0,0,0,47
"SAOUHSC_02088",0,0,0,0,0,0,18
"SAOUHSC_02089",3,0,1,15,3,0,0
"SAOUHSC_02090",112,43,18,74,78,46,100
"SAOUHSC_02091",28,0,0,12,16,8,96
"SAOUHSC_02092",56,10,60,18,20,8,86
"SAOUHSC_02093",0,0,0,0,0,0,2
"SAOUHSC_02095",1,3,4,0,2,4,24
"SAOUHSC_02096",0,0,9,0,3,0,8
"SAOUHSC_02097",49,26,88,40,44,33,86
"SAOUHSC_02098",85,94,53,0,17,38,249
"SAOUHSC_02099",166,26,91,11,22,71,284
"SAOUHSC_02100",72,26,55,6,10,50,104
"SAOUHSC_02101",0,2,2,0,2,2,9
"SAOUHSC_02102",40,16,4,24,8,1,46
"SAOUHSC_02103",22,9,3,2,19,12,19
"SAOUHSC_02104",4,9,2,6,4,5,2
"SAOUHSC_02105",0,0,0,0,0,0,0
"SAOUHSC_02106",35,8,62,16,22,24,27
"SAOUHSC_02107",59,17,56,24,25,34,100
"SAOUHSC_02108",2681,244,494,236,687,312,3018
"SAOUHSC_02109",0,0,2,0,0,0,5
"SAOUHSC_02110",63,12,26,22,14,8,6
"SAOUHSC_02111",246,44,20,159,85,40,193
"SAOUHSC_02112",74,69,366,23,27,42,77
"SAOUHSC_02113",481,99,20,34,54,99,104
"SAOUHSC_02114",83,12,20,23,20,15,68
"SAOUHSC_02115",0,0,3,0,0,1,0
"SAOUHSC_02116",857,225,654,716,443,386,3115
"SAOUHSC_02117",618,189,629,599,331,252,2451
"SAOUHSC_02118",2,2,0,7,0,0,3
"SAOUHSC_02119",279,59,238,130,124,61,315
"SAOUHSC_02121",42,44,55,26,48,24,293
"SAOUHSC_02122",159,32,137,80,86,68,444
"SAOUHSC_02123",75,20,64,47,68,67,243
"SAOUHSC_02124",24,0,0,1,0,7,36
"SAOUHSC_02125",32,0,6,8,12,4,15
"SAOUHSC_02126",44,9,70,18,9,12,189
"SAOUHSC_02127",0,1,0,1,0,4,12
"SAOUHSC_02129",2,0,8,0,0,0,4
"SAOUHSC_02130",12,2,4,10,15,22,97
"SAOUHSC_02131",17,14,33,34,40,46,83
"SAOUHSC_02132",123,39,23,67,85,54,241
"SAOUHSC_02133",122,12,27,16,38,26,122
"SAOUHSC_02134",73,0,73,30,33,8,185
"SAOUHSC_02135",24,6,1,13,14,1,88
"SAOUHSC_02136",24,37,0,34,93,18,53
"SAOUHSC_02137",436,138,326,162,353,145,573
"SAOUHSC_02138",9,0,26,16,15,10,9
"SAOUHSC_02139",440,66,312,89,426,294,368
"SAOUHSC_02140",829,900,530,2714,4313,417,7427
"SAOUHSC_02141",4,5,2,0,8,2,0
"SAOUHSC_02142",679,127,239,355,636,862,970
"SAOUHSC_02143",56,17,30,14,27,12,842
"SAOUHSC_02144",33,16,53,2,22,17,26
"SAOUHSC_02145",2,2,11,4,5,0,0
"SAOUHSC_02146",25,1,12,4,16,8,85
"SAOUHSC_02147",52,16,5,32,31,31,21
"SAOUHSC_02148",10,20,47,27,16,17,18
"SAOUHSC_02149",7,10,36,0,0,3,1
"SAOUHSC_02150",1004,36,94,124,493,154,637
"SAOUHSC_02151",46,34,52,5,72,70,32
"SAOUHSC_02152",14,32,64,14,46,24,78
"SAOUHSC_02153",14,41,55,6,11,13,26
"SAOUHSC_02154",22,10,49,26,21,34,135
"SAOUHSC_02155",0,2,0,0,0,0,6
"SAOUHSC_02156",0,1,0,2,0,0,0
"SAOUHSC_02157",0,0,0,1,1,4,0
"SAOUHSC_02158",2190,459,172,1459,2148,1302,2855
"SAOUHSC_02160",2,4,6,4,1,4,2
"SAOUHSC_02161",9,1,2,3,2,14,51
"SAOUHSC_02164",17,6,6,1,4,4,6
"SAOUHSC_02166",0,3,0,0,0,0,2
"SAOUHSC_02167",0,0,0,0,0,0,8
"SAOUHSC_02169",1,0,5,0,2,0,0
"SAOUHSC_02170",0,15,2,0,1,0,2
"SAOUHSC_02171",3,16,0,52,17,6,37
"SAOUHSC_02173",1,2,8,47,2,0,32
"SAOUHSC_02174",0,0,0,0,0,2,2
"SAOUHSC_02175",985,329,178,272,55,72,454
"SAOUHSC_02176",1994,630,282,548,121,160,966
"SAOUHSC_02177",0,0,0,0,0,0,2
"SAOUHSC_02178",0,0,17,1,2,0,2
"SAOUHSC_02179",0,0,6,0,0,1,0
"SAOUHSC_02180",38,26,66,59,36,49,178
"SAOUHSC_02181",6,9,0,36,7,10,13
"SAOUHSC_02182",1840,412,578,3542,710,126,258
"SAOUHSC_02183",0,0,9,0,0,0,2
"SAOUHSC_02184",0,0,0,0,0,0,1
"SAOUHSC_02185",0,0,0,2,0,6,93
"SAOUHSC_02186",0,0,1,0,0,0,86
"SAOUHSC_02187",1,0,0,0,0,22,125
"SAOUHSC_02188",2,0,0,3,0,12,51
"SAOUHSC_02189",0,0,0,0,0,12,119
"SAOUHSC_02190",0,0,0,0,0,3,44
"SAOUHSC_02191",0,0,0,0,1,11,458
"SAOUHSC_02193",0,0,0,0,0,38,78
"SAOUHSC_02194",0,0,0,0,0,0,23
"SAOUHSC_02195",0,0,0,0,1,2,1
"SAOUHSC_02196",0,0,0,0,1,43,83
"SAOUHSC_02197",0,0,0,1,0,4,11
"SAOUHSC_02198",1,0,0,0,0,0,4
"SAOUHSC_02199",0,0,0,0,0,6,2
"SAOUHSC_02200",0,4,0,0,0,3,3
"SAOUHSC_02202",10,0,0,0,0,0,0
"SAOUHSC_02203",113,0,0,0,0,0,0
"SAOUHSC_02204",132,0,0,0,0,0,0
"SAOUHSC_02205",328,26,32,32,6,56,0
"SAOUHSC_02206",0,0,0,0,0,0,0
"SAOUHSC_02207",0,0,0,0,0,0,0
"SAOUHSC_02208",0,0,0,0,0,0,0
"SAOUHSC_02209",0,0,0,0,0,0,0
"SAOUHSC_02210",0,0,0,0,0,0,2
"SAOUHSC_02211",4,1,14,0,1,0,2
"SAOUHSC_02212",0,0,0,0,0,0,0
"SAOUHSC_02213",2,0,0,0,0,0,0
"SAOUHSC_02214",6,0,0,0,0,0,0
"SAOUHSC_02215",6,2,0,0,0,0,0
"SAOUHSC_02216",0,6,0,0,0,4,556
"SAOUHSC_02217",0,0,0,1,14,0,67
"SAOUHSC_02218",0,0,0,0,24,0,29
"SAOUHSC_02219",4,0,18,0,0,0,78
"SAOUHSC_02220",1,1,1,1,2,0,13
"SAOUHSC_02221",0,1,13,0,2,0,12
"SAOUHSC_02222",0,0,0,0,0,0,8
"SAOUHSC_02223",0,0,0,0,0,6,9
"SAOUHSC_02224",0,0,1,0,0,9,4
"SAOUHSC_02225",0,0,1,0,0,12,0
"SAOUHSC_02226",0,0,0,0,0,0,0
"SAOUHSC_02227",0,0,0,0,0,0,0
"SAOUHSC_02228",46,0,5,0,0,6,8
"SAOUHSC_02232",0,67,0,0,0,1,0
"SAOUHSC_02233",0,29,0,0,0,0,0
"SAOUHSC_02234",1,0,0,0,0,0,0
"SAOUHSC_02235",0,0,2,0,0,9,37
"SAOUHSC_02236",0,0,0,0,0,3,5
"SAOUHSC_02237",0,0,1,0,0,4,8
"SAOUHSC_02238",0,0,0,0,0,4,8
"SAOUHSC_02239",4,8,1,0,3,0,141
"SAOUHSC_02241",0,22,0,4,4,3,0
"SAOUHSC_02243",8,74,0,10,9,4,38
"SAOUHSC_02244",42,27,32,40,74,36,142
"SAOUHSC_02245",3,0,1,0,1,0,1
